transactionID,sourceAccountID,targetAccountID,timestamp,fan_in_bins_2-3,fan_in_bins_3-inf,fan_out_bins_2-3,fan_out_bins_3-inf,degree_in_bins_2-3,degree_in_bins_3-inf,degree_out_bins_2-3,degree_out_bins_3-inf,scatter-gather_bins_2-3,scatter-gather_bins_3-inf,temp-cycle_bins_2-3,temp-cycle_bins_3-inf,source_fan_out,source_deg_out,source_ratio_out,source_avg_col3_out,source_sum_col3_out,source_var_col3_out,source_skew_col3_out,source_kurtosis_col3_out,source_fan_in,source_deg_in,source_ratio_in,source_avg_col3_in,source_sum_col3_in,source_var_col3_in,source_skew_col3_in,source_kurtosis_col3_in,dest_fan_out,dest_deg_out,dest_ratio_out,dest_avg_col3_out,dest_sum_col3_out,dest_var_col3_out,dest_skew_col3_out,dest_kurtosis_col3_out,dest_fan_in,dest_deg_in,dest_ratio_in,dest_avg_col3_in,dest_sum_col3_in,dest_var_col3_in,dest_skew_col3_in,dest_kurtosis_col3_in,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,sourceAccount,targetAccount
3094.0,3095.0,3097.0,3098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3098.0,3098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3098.0,3098.0,0.0,0.0,0.0,2022-09-01 00:17:00,3976.0,8005C2A00,1665.0,8005C7860,13758.26,US Dollar,13758.26,US Dollar,ACH,0.0,39768005C2A00,16658005C7860
3102.0,3119.0,3120.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3122.0,3122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3122.0,3122.0,0.0,0.0,0.0,2022-09-01 00:25:00,70.0,100428660,1292.0,8005C97D0,37381.7,US Dollar,37381.7,US Dollar,Cheque,0.0,70100428660,12928005C97D0
3127.0,3128.0,3134.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3135.0,3135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3135.0,3135.0,0.0,0.0,0.0,2022-09-01 00:20:00,12.0,8005BC1D0,22345.0,8144543A0,19.52,US Dollar,19.52,US Dollar,Credit Card,0.0,128005BC1D0,223458144543A0
3154.0,3162.0,3163.0,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3179.0,3179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3179.0,3179.0,0.0,0.0,0.0,2022-09-01 00:26:00,3855.0,8005D2780,1729.0,8005D13A0,1908.79,US Dollar,1908.79,US Dollar,ACH,0.0,38558005D2780,17298005D13A0
3186.0,3187.0,3191.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3192.0,3192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3192.0,3192.0,0.0,0.0,0.0,2022-09-01 00:21:00,1.0,8004D9E80,795.0,8005DB370,78024.67,US Dollar,78024.67,US Dollar,Cheque,0.0,18004D9E80,7958005DB370
3193.0,3202.0,3203.0,3210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3210.0,3210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3210.0,3210.0,0.0,0.0,0.0,2022-09-01 00:02:00,795.0,8005CE750,1467.0,8005DC930,138.23,US Dollar,138.23,US Dollar,Cash,0.0,7958005CE750,14678005DC930
3211.0,3212.0,3213.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3222.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3222.0,3222.0,0.0,0.0,0.0,2022-09-01 00:06:00,10.0,80026D340,1665.0,8005E1AF0,3890.96,US Dollar,3890.96,US Dollar,Credit Card,0.0,1080026D340,16658005E1AF0
3223.0,3224.0,3225.0,3227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3227.0,3227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3227.0,3227.0,0.0,0.0,0.0,2022-09-01 00:00:00,1.0,80014EEE0,795.0,80039DEF0,6303.21,US Dollar,6303.21,US Dollar,Credit Card,0.0,180014EEE0,79580039DEF0
3233.0,3239.0,3240.0,3248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3248.0,3248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3248.0,3248.0,0.0,0.0,0.0,2022-09-01 00:06:00,701.0,8005E73B0,1411.0,809045F60,143.58,US Dollar,143.58,US Dollar,Credit Card,0.0,7018005E73B0,1411809045F60
3249.0,3250.0,3251.0,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3252.0,3252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3252.0,3252.0,0.0,0.0,0.0,2022-09-01 00:02:00,1.0,800057D40,795.0,8005F5810,793.66,US Dollar,793.66,US Dollar,Credit Card,0.0,1800057D40,7958005F5810
3262.0,3263.0,3264.0,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3265.0,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3265.0,3265.0,0.0,0.0,0.0,2022-09-01 00:15:00,2843.0,8005AB230,1.0,8005F65D0,117028.94,US Dollar,117028.94,US Dollar,Cheque,0.0,28438005AB230,18005F65D0
3266.0,3267.0,3268.0,3269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3269.0,3269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3269.0,3269.0,0.0,0.0,0.0,2022-09-01 00:15:00,1.0,800155BB0,1729.0,8005F8C10,139.33,US Dollar,139.33,US Dollar,Credit Card,0.0,1800155BB0,17298005F8C10
3270.0,3280.0,3281.0,3289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3289.0,3289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3289.0,3289.0,0.0,0.0,0.0,2022-09-01 00:18:00,1.0,80033CEC0,1292.0,8005F9110,3394.2,US Dollar,3394.2,US Dollar,ACH,0.0,180033CEC0,12928005F9110
3301.0,3302.0,3303.0,3304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3304.0,3304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3304.0,3304.0,0.0,0.0,0.0,2022-09-01 00:29:00,12.0,800308AB0,2843.0,8006181F0,1297.31,US Dollar,1297.31,US Dollar,Cheque,0.0,12800308AB0,28438006181F0
3305.0,3306.0,3307.0,3308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3308.0,3308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3308.0,3308.0,0.0,0.0,0.0,2022-09-01 00:24:00,1.0,800056CB0,1674.0,800618D90,2608.03,US Dollar,2608.03,US Dollar,Cash,0.0,1800056CB0,1674800618D90
3339.0,3343.0,3344.0,3349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3349.0,3349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3349.0,3349.0,0.0,0.0,0.0,2022-09-01 00:18:00,3208.0,8006154D0,513.0,800616670,1.05,US Dollar,1.05,US Dollar,Cheque,0.0,32088006154D0,513800616670
3364.0,3365.0,3366.0,3378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3378.0,3378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3378.0,3378.0,0.0,0.0,0.0,2022-09-01 00:10:00,70.0,100428660,1665.0,8006221B0,92338.25,US Dollar,92338.25,US Dollar,Cheque,0.0,70100428660,16658006221B0
3379.0,3386.0,3387.0,3388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3388.0,3388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3388.0,3388.0,0.0,0.0,0.0,2022-09-01 00:02:00,2843.0,8006273C0,5394.0,8088998D0,94.4,US Dollar,94.4,US Dollar,Credit Card,0.0,28438006273C0,53948088998D0
3394.0,3395.0,3396.0,3403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3403.0,3403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3403.0,3403.0,0.0,0.0,0.0,2022-09-01 00:23:00,10.0,8000588D0,1.0,800629A20,9372.23,US Dollar,9372.23,US Dollar,Cheque,0.0,108000588D0,1800629A20
3404.0,3405.0,3415.0,3416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3416.0,3416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3416.0,3416.0,0.0,0.0,0.0,2022-09-01 00:09:00,70.0,100428660,513.0,80062B450,22719.36,US Dollar,22719.36,US Dollar,Credit Card,0.0,70100428660,51380062B450
3419.0,3420.0,3426.0,3427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3427.0,3427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3427.0,3427.0,0.0,0.0,0.0,2022-09-01 00:28:00,1420.0,800491CA0,220.0,800646F90,9745.19,US Dollar,9745.19,US Dollar,Cheque,0.0,1420800491CA0,220800646F90
3428.0,3430.0,3431.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3437.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3437.0,3437.0,0.0,0.0,0.0,2022-09-01 00:13:00,12.0,8006455A0,3242.0,80517AFB0,145.83,US Dollar,145.83,US Dollar,Credit Card,0.0,128006455A0,324280517AFB0
3439.0,3440.0,3441.0,3451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3451.0,3451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3451.0,3451.0,0.0,0.0,0.0,2022-09-01 00:19:00,10.0,8000588D0,1420.0,80064AB30,2814517.39,US Dollar,2814517.39,US Dollar,Cheque,0.0,108000588D0,142080064AB30
3462.0,3472.0,3474.0,3479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3479.0,3479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3479.0,3479.0,0.0,0.0,0.0,2022-09-01 00:20:00,1467.0,8005F2F80,2843.0,800658770,94786.21,US Dollar,94786.21,US Dollar,Cheque,0.0,14678005F2F80,2843800658770
3487.0,3497.0,3502.0,3506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3506.0,3506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3506.0,3506.0,0.0,0.0,0.0,2022-09-01 00:09:00,3558.0,80065C140,10.0,80065ADA0,2473.69,US Dollar,2473.69,US Dollar,ACH,0.0,355880065C140,1080065ADA0
3509.0,3515.0,3516.0,3523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3523.0,3523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3523.0,3523.0,0.0,0.0,0.0,2022-09-01 00:03:00,1601.0,800663B70,2843.0,801E8AFB0,8.74,US Dollar,8.74,US Dollar,Credit Card,0.0,1601800663B70,2843801E8AFB0
3524.0,3525.0,3531.0,3538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3538.0,3538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3538.0,3538.0,0.0,0.0,0.0,2022-09-01 00:01:00,70.0,100428660,701.0,80066B2D0,4522.49,US Dollar,4522.49,US Dollar,Credit Card,0.0,70100428660,70180066B2D0
3547.0,3548.0,3549.0,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3555.0,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3555.0,3555.0,0.0,0.0,0.0,2022-09-01 00:01:00,1420.0,80066BB90,12.0,8006583C0,1420284.0,US Dollar,1420284.0,US Dollar,Cheque,0.0,142080066BB90,128006583C0
3565.0,3566.0,3570.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3571.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3571.0,3571.0,0.0,0.0,0.0,2022-09-01 00:27:00,1420.0,8006551E0,1068.0,810326CD0,48.03,US Dollar,48.03,US Dollar,Credit Card,0.0,14208006551E0,1068810326CD0
3572.0,3573.0,3582.0,3583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3583.0,3583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3583.0,3583.0,0.0,0.0,0.0,2022-09-01 00:20:00,1729.0,800658D50,17222.0,8047D49F0,60.29,US Dollar,60.29,US Dollar,Credit Card,0.0,1729800658D50,172228047D49F0
3584.0,3585.0,3587.0,3591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3591.0,3591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3591.0,3591.0,0.0,0.0,0.0,2022-09-01 00:15:00,1601.0,8005F7CD0,1.0,80064E1F0,139.15,US Dollar,139.15,US Dollar,ACH,0.0,16018005F7CD0,180064E1F0
3595.0,3596.0,3597.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3598.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3598.0,3598.0,0.0,0.0,0.0,2022-09-01 00:20:00,11107.0,800673760,1.0,800672FB0,1646891.74,US Dollar,1646891.74,US Dollar,Cheque,0.0,11107800673760,1800672FB0
3599.0,3600.0,3604.0,3615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3615.0,3615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3615.0,3615.0,0.0,0.0,0.0,2022-09-01 00:16:00,1292.0,80064D0F0,21258.0,801E8D9A0,102.97,US Dollar,102.97,US Dollar,Credit Card,0.0,129280064D0F0,21258801E8D9A0
3616.0,3620.0,3621.0,3622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3622.0,3622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3622.0,3622.0,0.0,0.0,0.0,2022-09-01 00:15:00,1674.0,80056C190,1047.0,800679ED0,119850.94,US Dollar,119850.94,US Dollar,ACH,0.0,167480056C190,1047800679ED0
3628.0,3641.0,3645.0,3646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3646.0,3646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3646.0,3646.0,0.0,0.0,0.0,2022-09-01 00:22:00,10.0,80067F150,12585.0,80FCBFBC0,141.53,US Dollar,141.53,US Dollar,Credit Card,0.0,1080067F150,1258580FCBFBC0
3651.0,3655.0,3657.0,3658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3658.0,3658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3658.0,3658.0,0.0,0.0,0.0,2022-09-01 00:15:00,1729.0,8004B25A0,1362.0,800685560,144358.56,US Dollar,144358.56,US Dollar,Cheque,0.0,17298004B25A0,1362800685560
3659.0,3660.0,3661.0,3668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3668.0,3668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3668.0,3668.0,0.0,0.0,0.0,2022-09-01 00:06:00,1.0,8001547E0,1665.0,8006894C0,3813032.29,US Dollar,3813032.29,US Dollar,Cash,0.0,18001547E0,16658006894C0
3669.0,3675.0,3676.0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3680.0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3680.0,3680.0,0.0,0.0,0.0,2022-09-01 00:26:00,1.0,800688410,1.0,80068A110,1067994.0,US Dollar,1067994.0,US Dollar,Cheque,0.0,1800688410,180068A110
3681.0,3682.0,3684.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3690.0,3690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3690.0,3690.0,0.0,0.0,0.0,2022-09-01 00:23:00,220.0,800109DF0,1588.0,80068DD90,10136.45,US Dollar,10136.45,US Dollar,Credit Card,0.0,220800109DF0,158880068DD90
3716.0,3726.0,3731.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3732.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3732.0,3732.0,0.0,0.0,0.0,2022-09-01 00:25:00,1420.0,800685230,1729.0,8075CB980,199.86,US Dollar,199.86,US Dollar,Credit Card,0.0,1420800685230,17298075CB980
3735.0,3736.0,3739.0,3742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3742.0,3742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3742.0,3742.0,0.0,0.0,0.0,2022-09-01 00:22:00,3806.0,800699E60,1.0,80064A5E0,0.03,US Dollar,0.03,US Dollar,Cheque,0.0,3806800699E60,180064A5E0
3746.0,3747.0,3751.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3753.0,3753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3753.0,3753.0,0.0,0.0,0.0,2022-09-01 00:08:00,1601.0,8005FF320,137888.0,80FBF6C00,49.52,US Dollar,49.52,US Dollar,Credit Card,0.0,16018005FF320,13788880FBF6C00
3760.0,3762.0,3763.0,3764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3764.0,3764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3764.0,3764.0,0.0,0.0,0.0,2022-09-01 00:24:00,1420.0,80045DBA0,1.0,8006A2340,1155.46,US Dollar,1155.46,US Dollar,Cheque,0.0,142080045DBA0,18006A2340
3765.0,3769.0,3773.0,3774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3774.0,3774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3774.0,3774.0,0.0,0.0,0.0,2022-09-01 00:28:00,1467.0,8003E2010,21174.0,8006A41D0,1128.93,US Dollar,1128.93,US Dollar,Cash,0.0,14678003E2010,211748006A41D0
3776.0,3777.0,3778.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3780.0,3780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3780.0,3780.0,0.0,0.0,0.0,2022-09-01 00:07:00,12.0,8001A4930,1362.0,8006A9110,1770.26,US Dollar,1770.26,US Dollar,Cheque,0.0,128001A4930,13628006A9110
3791.0,3792.0,3793.0,3799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3799.0,3799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3799.0,3799.0,0.0,0.0,0.0,2022-09-01 00:08:00,31120.0,8006AB850,513.0,8006A4370,0.01,US Dollar,0.01,US Dollar,ACH,0.0,311208006AB850,5138006A4370
3802.0,3803.0,3804.0,3823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3823.0,3823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3823.0,3823.0,0.0,0.0,0.0,2022-09-01 00:19:00,513.0,8003C0340,1292.0,8006B02A0,1099765.52,US Dollar,1099765.52,US Dollar,Cheque,0.0,5138003C0340,12928006B02A0
3824.0,3825.0,3826.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3840.0,3840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3840.0,3840.0,0.0,0.0,0.0,2022-09-01 00:09:00,10.0,8002CAD40,1047.0,8006B5930,4072.35,US Dollar,4072.35,US Dollar,Credit Card,0.0,108002CAD40,10478006B5930
